timestamp_idx,edge_idx,edge_name,src_node,dst_node,capacity,effective_capacity,length,pci,speed_limit,lanes,incident_flag,flow,speed,target_next_flow,target_next_speed
387,8,E8_V6->V2,5,1,2400.0,1675.6,2.2,60.68,50.0,2.0,0,1843.16,37.22,1493.7,41.57
387,9,E9_V6->V7,5,6,2800.0,1954.86,3.0,64.68,50.0,3.0,0,1937.7,45.93,1712.51,40.24
387,10,E10_V7->V3,6,2,3100.0,2164.31,2.1,68.68,50.0,3.0,0,1906.5,45.25,1653.81,46.01
388,0,E0_V1->V2,0,1,4000.0,2263.18,3.5,68.72,70.0,4.0,0,1660.29,70.0,922.7,67.25
388,1,E1_V1->V4,0,3,3200.0,1810.55,2.8,63.72,60.0,3.0,0,1364.34,58.16,1434.61,56.81
388,2,E2_V1->V5,0,4,3000.0,1697.39,4.5,58.72,60.0,3.0,0,1643.24,52.46,1628.8,53.05
388,3,E3_V2->V3,1,2,3500.0,990.14,4.0,61.72,60.0,4.0,1,954.28,51.92,2045.07,51.26
388,4,E4_V2->V5,1,4,2800.0,792.11,1.8,65.72,50.0,3.0,1,871.33,40.43,1807.16,44.36
388,5,E5_V3->V8,2,7,4200.0,2376.34,2.5,73.72,80.0,4.0,0,1700.3,80.0,1663.44,76.56
388,6,E6_V4->V5,3,4,2500.0,707.24,1.5,53.72,50.0,2.0,1,768.1,41.03,806.77,42.69
388,7,E7_V5->V6,4,5,3600.0,2036.86,2.0,58.72,50.0,4.0,0,1831.83,46.48,1868.45,46.45
388,8,E8_V6->V2,5,1,2400.0,1357.91,2.2,55.72,50.0,2.0,0,1493.7,41.57,774.5,43.06
388,9,E9_V6->V7,5,6,2800.0,1584.23,3.0,59.72,50.0,3.0,0,1712.51,40.24,1735.82,39.41
388,10,E10_V7->V3,6,2,3100.0,1753.97,2.1,63.72,50.0,3.0,0,1653.81,46.01,1727.71,43.49
389,0,E0_V1->V2,0,1,4000.0,1173.48,3.5,69.5,70.0,4.0,1,922.7,67.25,2310.92,63.74
389,1,E1_V1->V4,0,3,3200.0,1877.57,2.8,64.5,60.0,3.0,0,1434.61,56.81,1848.88,60.0
389,2,E2_V1->V5,0,4,3000.0,1760.22,4.5,59.5,60.0,3.0,0,1628.8,53.05,2233.94,53.7
389,3,E3_V2->V3,1,2,3500.0,2053.59,4.0,62.5,60.0,4.0,0,2045.07,51.26,2584.56,50.17
389,4,E4_V2->V5,1,4,2800.0,1642.87,1.8,66.5,50.0,3.0,0,1807.16,44.36,2287.82,40.81
389,5,E5_V3->V8,2,7,4200.0,2464.31,2.5,74.5,80.0,4.0,0,1663.44,76.56,2257.14,78.65
389,6,E6_V4->V5,3,4,2500.0,733.43,1.5,54.5,50.0,2.0,1,806.77,42.69,2042.69,39.8
389,7,E7_V5->V6,4,5,3600.0,2112.26,2.0,59.5,50.0,4.0,0,1868.45,46.45,2660.74,46.09
389,8,E8_V6->V2,5,1,2400.0,704.09,2.2,56.5,50.0,2.0,1,774.5,43.06,1960.99,44.89
389,9,E9_V6->V7,5,6,2800.0,1642.87,3.0,60.5,50.0,3.0,0,1735.82,39.41,2195.75,44.1
389,10,E10_V7->V3,6,2,3100.0,1818.89,2.1,64.5,50.0,3.0,0,1727.71,43.49,2269.32,42.15
390,0,E0_V1->V2,0,1,4000.0,2971.19,3.5,75.35,70.0,4.0,0,2310.92,63.74,1165.86,68.03
390,1,E1_V1->V4,0,3,3200.0,2376.95,2.8,70.35,60.0,3.0,0,1848.88,60.0,841.04,57.71
390,2,E2_V1->V5,0,4,3000.0,2228.39,4.5,65.35,60.0,3.0,0,2233.94,53.7,2278.5,50.77
390,3,E3_V2->V3,1,2,3500.0,2599.79,4.0,68.35,60.0,4.0,0,2584.56,50.17,2777.58,50.32
390,4,E4_V2->V5,1,4,2800.0,2079.83,1.8,72.35,50.0,3.0,0,2287.82,40.81,2288.85,41.04
390,5,E5_V3->V8,2,7,4200.0,3119.75,2.5,80.35,80.0,4.0,0,2257.14,78.65,2312.92,75.34
390,6,E6_V4->V5,3,4,2500.0,1856.99,1.5,60.35,50.0,2.0,0,2042.69,39.8,2043.61,42.99
390,7,E7_V5->V6,4,5,3600.0,2674.07,2.0,65.35,50.0,4.0,0,2660.74,46.09,1328.93,43.01
390,8,E8_V6->V2,5,1,2400.0,1782.71,2.2,62.35,50.0,2.0,0,1960.99,44.89,1961.87,41.24
390,9,E9_V6->V7,5,6,2800.0,2079.83,3.0,66.35,50.0,3.0,0,2195.75,44.1,2260.1,43.53
390,10,E10_V7->V3,6,2,3100.0,2302.67,2.1,70.35,50.0,3.0,0,2269.32,42.15,2355.46,42.89
391,0,E0_V1->V2,0,1,4000.0,1486.26,3.5,75.37,70.0,4.0,1,1165.86,68.03,2392.67,67.0
391,1,E1_V1->V4,0,3,3200.0,1189.01,2.8,70.37,60.0,3.0,1,841.04,57.71,1799.94,56.49
391,2,E2_V1->V5,0,4,3000.0,2229.4,4.5,65.37,60.0,3.0,0,2278.5,50.77,2316.24,51.37
391,3,E3_V2->V3,1,2,3500.0,2600.96,4.0,68.37,60.0,4.0,0,2777.58,50.32,2784.68,50.67
391,4,E4_V2->V5,1,4,2800.0,2080.77,1.8,72.37,50.0,3.0,0,2288.85,41.04,2289.9,39.86
391,5,E5_V3->V8,2,7,4200.0,3121.16,2.5,80.37,80.0,4.0,0,2312.92,75.34,2333.11,74.84
391,6,E6_V4->V5,3,4,2500.0,1857.83,1.5,60.37,50.0,2.0,0,2043.61,42.99,2044.55,37.73
391,7,E7_V5->V6,4,5,3600.0,1337.64,2.0,65.37,50.0,4.0,1,1328.93,43.01,2752.14,42.45
391,8,E8_V6->V2,5,1,2400.0,1783.52,2.2,62.37,50.0,2.0,0,1961.87,41.24,1962.77,39.51
391,9,E9_V6->V7,5,6,2800.0,2080.77,3.0,66.37,50.0,3.0,0,2260.1,43.53,2289.9,40.15
391,10,E10_V7->V3,6,2,3100.0,2303.71,2.1,70.37,50.0,3.0,0,2355.46,42.89,2438.97,40.56
392,0,E0_V1->V2,0,1,4000.0,2973.89,3.5,75.38,70.0,4.0,0,2392.67,67.0,2402.96,65.46
392,1,E1_V1->V4,0,3,3200.0,2379.11,2.8,70.38,60.0,3.0,0,1799.94,56.49,2031.99,57.92
392,2,E2_V1->V5,0,4,3000.0,2230.42,4.5,65.38,60.0,3.0,0,2316.24,51.37,2391.21,47.42
392,3,E3_V2->V3,1,2,3500.0,2602.15,4.0,68.38,60.0,4.0,0,2784.68,50.67,2826.48,45.35
392,4,E4_V2->V5,1,4,2800.0,2081.72,1.8,72.38,50.0,3.0,0,2289.9,39.86,2290.96,43.13
392,5,E5_V3->V8,2,7,4200.0,3122.59,2.5,80.38,80.0,4.0,0,2333.11,74.84,2354.11,80.0
392,6,E6_V4->V5,3,4,2500.0,1858.68,1.5,60.38,50.0,2.0,0,2044.55,37.73,2045.5,39.0
392,7,E7_V5->V6,4,5,3600.0,2676.5,2.0,65.38,50.0,4.0,0,2752.14,42.45,2798.37,38.81
392,8,E8_V6->V2,5,1,2400.0,1784.33,2.2,62.38,50.0,2.0,0,1962.77,39.51,1963.68,41.15
392,9,E9_V6->V7,5,6,2800.0,2081.72,3.0,66.38,50.0,3.0,0,2289.9,40.15,2290.96,38.36
392,10,E10_V7->V3,6,2,3100.0,2304.77,2.1,70.38,50.0,3.0,0,2438.97,40.56,2486.14,40.85
393,0,E0_V1->V2,0,1,4000.0,2975.28,3.5,75.39,70.0,4.0,0,2402.96,65.46,2315.25,66.11
393,1,E1_V1->V4,0,3,3200.0,2380.22,2.8,70.39,60.0,3.0,0,2031.99,57.92,1935.05,57.87
393,2,E2_V1->V5,0,4,3000.0,2231.46,4.5,65.39,60.0,3.0,0,2391.21,47.42,2455.76,46.88
393,3,E3_V2->V3,1,2,3500.0,2603.37,4.0,68.39,60.0,4.0,0,2826.48,45.35,2794.41,49.24
393,4,E4_V2->V5,1,4,2800.0,2082.69,1.8,72.39,50.0,3.0,0,2290.96,43.13,2292.05,41.08
393,5,E5_V3->V8,2,7,4200.0,3124.04,2.5,80.39,80.0,4.0,0,2354.11,80.0,1190.35,76.54
393,6,E6_V4->V5,3,4,2500.0,1859.55,1.5,60.39,50.0,2.0,0,2045.5,39.0,2046.47,42.75
393,7,E7_V5->V6,4,5,3600.0,2677.75,2.0,65.39,50.0,4.0,0,2798.37,38.81,2946.92,40.05
393,8,E8_V6->V2,5,1,2400.0,1785.17,2.2,62.39,50.0,2.0,0,1963.68,41.15,1964.61,42.64
393,9,E9_V6->V7,5,6,2800.0,2082.69,3.0,66.39,50.0,3.0,0,2290.96,38.36,2292.05,41.49
393,10,E10_V7->V3,6,2,3100.0,2305.84,2.1,70.39,50.0,3.0,0,2486.14,40.85,1221.86,42.25
394,0,E0_V1->V2,0,1,4000.0,2976.68,3.5,75.41,70.0,4.0,0,2315.25,66.11,2567.64,65.84
394,1,E1_V1->V4,0,3,3200.0,2381.35,2.8,70.41,60.0,3.0,0,1935.05,57.87,2052.84,55.5
394,2,E2_V1->V5,0,4,3000.0,2232.51,4.5,65.41,60.0,3.0,0,2455.76,46.88,2456.94,44.92
394,3,E3_V2->V3,1,2,3500.0,2604.6,4.0,68.41,60.0,4.0,0,2794.41,49.24,2866.43,48.14
394,4,E4_V2->V5,1,4,2800.0,2083.68,1.8,72.41,50.0,3.0,0,2292.05,41.08,2293.15,42.54
394,5,E5_V3->V8,2,7,4200.0,1562.76,2.5,80.41,80.0,4.0,1,1190.35,76.54,2470.66,73.97
394,6,E6_V4->V5,3,4,2500.0,1860.43,1.5,60.41,50.0,2.0,0,2046.47,42.75,2047.45,39.78
394,7,E7_V5->V6,4,5,3600.0,2679.01,2.0,65.41,50.0,4.0,0,2946.92,40.05,2940.37,41.44
394,8,E8_V6->V2,5,1,2400.0,1786.01,2.2,62.41,50.0,2.0,0,1964.61,42.64,1965.55,40.41
394,9,E9_V6->V7,5,6,2800.0,2083.68,3.0,66.41,50.0,3.0,0,2292.05,41.49,2293.15,38.33
394,10,E10_V7->V3,6,2,3100.0,1153.46,2.1,70.41,50.0,3.0,1,1221.86,42.25,2499.2,41.29
395,0,E0_V1->V2,0,1,4000.0,2978.11,3.5,75.42,70.0,4.0,0,2567.64,65.84,1587.18,63.12
395,1,E1_V1->V4,0,3,3200.0,2382.49,2.8,70.42,60.0,3.0,0,2052.84,55.5,1239.87,57.12
395,2,E2_V1->V5,0,4,3000.0,2233.58,4.5,65.42,60.0,3.0,0,2456.94,44.92,1523.49,45.08
395,3,E3_V2->V3,1,2,3500.0,2605.85,4.0,68.42,60.0,4.0,0,2866.43,48.14,1777.41,47.62
395,4,E4_V2->V5,1,4,2800.0,2084.68,1.8,72.42,50.0,3.0,0,2293.15,42.54,1421.93,44.31
395,5,E5_V3->V8,2,7,4200.0,3127.02,2.5,80.42,80.0,4.0,0,2470.66,73.97,1637.77,70.28
395,6,E6_V4->V5,3,4,2500.0,1861.32,1.5,60.42,50.0,2.0,0,2047.45,39.78,634.79,42.95
395,7,E7_V5->V6,4,5,3600.0,2680.3,2.0,65.42,50.0,4.0,0,2940.37,41.44,1828.19,41.5
395,8,E8_V6->V2,5,1,2400.0,1786.87,2.2,62.42,50.0,2.0,0,1965.55,40.41,609.4,41.17
395,9,E9_V6->V7,5,6,2800.0,2084.68,3.0,66.42,50.0,3.0,0,2293.15,38.33,1421.93,40.22
395,10,E10_V7->V3,6,2,3100.0,2308.04,2.1,70.42,50.0,3.0,0,2499.2,41.29,787.14,39.21
396,0,E0_V1->V2,0,1,4000.0,1846.66,3.5,64.81,70.0,4.0,0,1587.18,63.12,2543.49,66.49
396,1,E1_V1->V4,0,3,3200.0,1477.33,2.8,59.81,60.0,3.0,0,1239.87,57.12,2135.83,54.64
396,2,E2_V1->V5,0,4,3000.0,1384.99,4.5,54.81,60.0,3.0,0,1523.49,45.08,2459.36,45.71
396,3,E3_V2->V3,1,2,3500.0,1615.83,4.0,57.81,60.0,4.0,0,1777.41,47.62,2869.25,46.76
396,4,E4_V2->V5,1,4,2800.0,1292.66,1.8,61.81,50.0,3.0,0,1421.93,44.31,1147.7,41.86
396,5,E5_V3->V8,2,7,4200.0,1938.99,2.5,69.81,80.0,4.0,0,1637.77,70.28,2603.31,74.63
396,6,E6_V4->V5,3,4,2500.0,577.08,1.5,49.81,50.0,2.0,1,634.79,42.95,2049.47,42.8
396,7,E7_V5->V6,4,5,3600.0,1661.99,2.0,54.81,50.0,4.0,0,1828.19,41.5,2951.23,45.67
396,8,E8_V6->V2,5,1,2400.0,554.0,2.2,51.81,50.0,2.0,1,609.4,41.17,1967.49,41.83
396,9,E9_V6->V7,5,6,2800.0,1292.66,3.0,55.81,50.0,3.0,0,1421.93,40.22,1147.7,41.37
396,10,E10_V7->V3,6,2,3100.0,715.58,2.1,59.81,50.0,3.0,1,787.14,39.21,2541.34,42.21
397,0,E0_V1->V2,0,1,4000.0,2981.04,3.5,75.45,70.0,4.0,0,2543.49,66.49,2607.37,67.14
397,1,E1_V1->V4,0,3,3200.0,2384.83,2.8,70.45,60.0,3.0,0,2135.83,54.64,2306.46,55.21
397,2,E2_V1->V5,0,4,3000.0,2235.78,4.5,65.45,60.0,3.0,0,2459.36,45.71,2460.59,48.41
397,3,E3_V2->V3,1,2,3500.0,2608.41,4.0,68.45,60.0,4.0,0,2869.25,46.76,2870.69,53.86
397,4,E4_V2->V5,1,4,2800.0,1043.36,1.8,72.45,50.0,3.0,1,1147.7,41.86,2296.55,41.39
397,5,E5_V3->V8,2,7,4200.0,3130.09,2.5,80.45,80.0,4.0,0,2603.31,74.63,1391.72,73.27
397,6,E6_V4->V5,3,4,2500.0,1863.15,1.5,60.45,50.0,2.0,0,2049.47,42.8,2050.5,37.46
397,7,E7_V5->V6,4,5,3600.0,2682.94,2.0,65.45,50.0,4.0,0,2951.23,45.67,2952.71,41.22
397,8,E8_V6->V2,5,1,2400.0,1788.62,2.2,62.45,50.0,2.0,0,1967.49,41.83,1968.48,39.36
397,9,E9_V6->V7,5,6,2800.0,1043.36,3.0,66.45,50.0,3.0,1,1147.7,41.37,2296.55,40.25
397,10,E10_V7->V3,6,2,3100.0,2310.31,2.1,70.45,50.0,3.0,0,2541.34,42.21,2542.61,38.54
398,0,E0_V1->V2,0,1,4000.0,2982.54,3.5,75.46,70.0,4.0,0,2607.37,67.14,2631.37,67.03
398,1,E1_V1->V4,0,3,3200.0,2386.03,2.8,70.46,60.0,3.0,0,2306.46,55.21,2204.19,55.46
398,2,E2_V1->V5,0,4,3000.0,2236.9,4.5,65.46,60.0,3.0,0,2460.59,48.41,2461.85,44.94
398,3,E3_V2->V3,1,2,3500.0,2609.72,4.0,68.46,60.0,4.0,0,2870.69,53.86,2872.16,49.68
398,4,E4_V2->V5,1,4,2800.0,2087.78,1.8,72.46,50.0,3.0,0,2296.55,41.39,2297.73,40.88
398,5,E5_V3->V8,2,7,4200.0,1565.83,2.5,80.46,80.0,4.0,1,1391.72,73.27,2637.96,75.72
398,6,E6_V4->V5,3,4,2500.0,1864.09,1.5,60.46,50.0,2.0,0,2050.5,37.46,2051.54,38.06
398,7,E7_V5->V6,4,5,3600.0,2684.28,2.0,65.46,50.0,4.0,0,2952.71,41.22,2954.22,38.64
398,8,E8_V6->V2,5,1,2400.0,1789.52,2.2,62.46,50.0,2.0,0,1968.48,39.36,1969.48,39.12
398,9,E9_V6->V7,5,6,2800.0,2087.78,3.0,66.46,50.0,3.0,0,2296.55,40.25,2297.73,37.97
398,10,E10_V7->V3,6,2,3100.0,2311.47,2.1,70.46,50.0,3.0,0,2542.61,38.54,2543.91,43.43
399,0,E0_V1->V2,0,1,4000.0,2984.06,3.5,75.48,70.0,4.0,0,2631.37,67.03,2670.65,63.62
399,1,E1_V1->V4,0,3,3200.0,2387.25,2.8,70.48,60.0,3.0,0,2204.19,55.46,2239.56,55.21
399,2,E2_V1->V5,0,4,3000.0,2238.04,4.5,65.48,60.0,3.0,0,2461.85,44.94,2463.12,52.08
399,3,E3_V2->V3,1,2,3500.0,2611.05,4.0,68.48,60.0,4.0,0,2872.16,49.68,2873.64,48.81
399,4,E4_V2->V5,1,4,2800.0,2088.84,1.8,72.48,50.0,3.0,0,2297.73,40.88,1149.46,40.61
399,5,E5_V3->V8,2,7,4200.0,3133.26,2.5,80.48,80.0,4.0,0,2637.96,75.72,2724.88,77.29
399,6,E6_V4->V5,3,4,2500.0,1865.04,1.5,60.48,50.0,2.0,0,2051.54,38.06,2052.6,39.93
399,7,E7_V5->V6,4,5,3600.0,2685.65,2.0,65.48,50.0,4.0,0,2954.22,38.64,1477.87,42.2
399,8,E8_V6->V2,5,1,2400.0,1790.44,2.2,62.48,50.0,2.0,0,1969.48,39.12,1970.5,41.59
399,9,E9_V6->V7,5,6,2800.0,2088.84,3.0,66.48,50.0,3.0,0,2297.73,37.97,2298.91,41.96
399,10,E10_V7->V3,6,2,3100.0,2312.65,2.1,70.48,50.0,3.0,0,2543.91,43.43,2545.23,39.74
400,0,E0_V1->V2,0,1,4000.0,2985.6,3.5,75.49,70.0,4.0,0,2670.65,63.62,2662.74,67.76
400,1,E1_V1->V4,0,3,3200.0,2388.48,2.8,70.49,60.0,3.0,0,2239.56,55.21,2258.57,48.83
400,2,E2_V1->V5,0,4,3000.0,2239.2,4.5,65.49,60.0,3.0,0,2463.12,52.08,2464.41,50.1
400,3,E3_V2->V3,1,2,3500.0,2612.4,4.0,68.49,60.0,4.0,0,2873.64,48.81,2875.15,46.44
400,4,E4_V2->V5,1,4,2800.0,1044.96,1.8,72.49,50.0,3.0,1,1149.46,40.61,2300.12,38.75
400,5,E5_V3->V8,2,7,4200.0,3134.88,2.5,80.49,80.0,4.0,0,2724.88,77.29,2532.09,73.75
400,6,E6_V4->V5,3,4,2500.0,1866.0,1.5,60.49,50.0,2.0,0,2052.6,39.93,2053.68,42.18
400,7,E7_V5->V6,4,5,3600.0,1343.52,2.0,65.49,50.0,4.0,1,1477.87,42.2,2957.3,38.7
400,8,E8_V6->V2,5,1,2400.0,1791.36,2.2,62.49,50.0,2.0,0,1970.5,41.59,1971.53,40.06
400,9,E9_V6->V7,5,6,2800.0,2089.92,3.0,66.49,50.0,3.0,0,2298.91,41.96,2300.12,39.81
400,10,E10_V7->V3,6,2,3100.0,2313.84,2.1,70.49,50.0,3.0,0,2545.23,39.74,2546.56,42.68
401,0,E0_V1->V2,0,1,4000.0,2987.17,3.5,75.5,70.0,4.0,0,2662.74,67.76,2663.25,63.97
401,1,E1_V1->V4,0,3,3200.0,2389.73,2.8,70.5,60.0,3.0,0,2258.57,48.83,2232.2,54.52
401,2,E2_V1->V5,0,4,3000.0,2240.38,4.5,65.5,60.0,3.0,0,2464.41,50.1,2465.72,47.63
401,3,E3_V2->V3,1,2,3500.0,2613.77,4.0,68.5,60.0,4.0,0,2875.15,46.44,2876.68,50.85
401,4,E4_V2->V5,1,4,2800.0,2091.02,1.8,72.5,50.0,3.0,0,2300.12,38.75,1150.67,41.52
401,5,E5_V3->V8,2,7,4200.0,3136.53,2.5,80.5,80.0,4.0,0,2532.09,73.75,2524.93,76.04
401,6,E6_V4->V5,3,4,2500.0,1866.98,1.5,60.5,50.0,2.0,0,2053.68,42.18,2054.77,41.31
401,7,E7_V5->V6,4,5,3600.0,2688.45,2.0,65.5,50.0,4.0,0,2957.3,38.7,2958.87,41.04
401,8,E8_V6->V2,5,1,2400.0,1792.3,2.2,62.5,50.0,2.0,0,1971.53,40.06,1972.58,39.87
401,9,E9_V6->V7,5,6,2800.0,2091.02,3.0,66.5,50.0,3.0,0,2300.12,39.81,2301.34,43.59
401,10,E10_V7->V3,6,2,3100.0,2315.05,2.1,70.5,50.0,3.0,0,2546.56,42.68,2547.91,41.94
402,0,E0_V1->V2,0,1,4000.0,2988.76,3.5,75.52,70.0,4.0,0,2663.25,63.97,2634.31,62.8
402,1,E1_V1->V4,0,3,3200.0,2391.0,2.8,70.52,60.0,3.0,0,2232.2,54.52,2164.83,53.18
402,2,E2_V1->V5,0,4,3000.0,2241.57,4.5,65.52,60.0,3.0,0,2465.72,47.63,2467.05,47.8
402,3,E3_V2->V3,1,2,3500.0,2615.16,4.0,68.52,60.0,4.0,0,2876.68,50.85,2878.23,48.62
402,4,E4_V2->V5,1,4,2800.0,1046.06,1.8,72.52,50.0,3.0,1,1150.67,41.52,2302.58,37.46
402,5,E5_V3->V8,2,7,4200.0,3138.19,2.5,80.52,80.0,4.0,0,2524.93,76.04,2641.57,71.79
402,6,E6_V4->V5,3,4,2500.0,1867.97,1.5,60.52,50.0,2.0,0,2054.77,41.31,2055.88,40.26
402,7,E7_V5->V6,4,5,3600.0,2689.88,2.0,65.52,50.0,4.0,0,2958.87,41.04,2960.46,44.9
402,8,E8_V6->V2,5,1,2400.0,1793.25,2.2,62.52,50.0,2.0,0,1972.58,39.87,1973.64,39.58
402,9,E9_V6->V7,5,6,2800.0,2092.13,3.0,66.52,50.0,3.0,0,2301.34,43.59,2302.58,39.2
402,10,E10_V7->V3,6,2,3100.0,2316.29,2.1,70.52,50.0,3.0,0,2547.91,41.94,2549.29,40.26
403,0,E0_V1->V2,0,1,4000.0,2990.37,3.5,75.53,70.0,4.0,0,2634.31,62.8,2525.77,66.09
403,1,E1_V1->V4,0,3,3200.0,2392.29,2.8,70.53,60.0,3.0,0,2164.83,53.18,1149.52,47.13
403,2,E2_V1->V5,0,4,3000.0,2242.77,4.5,65.53,60.0,3.0,0,2467.05,47.8,2468.4,49.12
403,3,E3_V2->V3,1,2,3500.0,2616.57,4.0,68.53,60.0,4.0,0,2878.23,48.62,2879.8,49.15
403,4,E4_V2->V5,1,4,2800.0,2093.26,1.8,72.53,50.0,3.0,0,2302.58,37.46,2303.84,38.8
403,5,E5_V3->V8,2,7,4200.0,3139.88,2.5,80.53,80.0,4.0,0,2641.57,71.79,2653.76,75.46
403,6,E6_V4->V5,3,4,2500.0,1868.98,1.5,60.53,50.0,2.0,0,2055.88,40.26,2057.0,41.91
403,7,E7_V5->V6,4,5,3600.0,2691.33,2.0,65.53,50.0,4.0,0,2960.46,44.9,2962.08,41.09
403,8,E8_V6->V2,5,1,2400.0,1794.22,2.2,62.53,50.0,2.0,0,1973.64,39.58,1974.72,43.53
403,9,E9_V6->V7,5,6,2800.0,2093.26,3.0,66.53,50.0,3.0,0,2302.58,39.2,2303.84,41.96
403,10,E10_V7->V3,6,2,3100.0,2317.53,2.1,70.53,50.0,3.0,0,2549.29,40.26,2550.68,42.57
404,0,E0_V1->V2,0,1,4000.0,2992.0,3.5,75.55,70.0,4.0,0,2525.77,66.09,1992.6,64.53
404,1,E1_V1->V4,0,3,3200.0,1196.8,2.8,70.55,60.0,3.0,1,1149.52,47.13,1700.97,52.68
404,2,E2_V1->V5,0,4,3000.0,2244.0,4.5,65.55,60.0,3.0,0,2468.4,49.12,1869.3,49.75
404,3,E3_V2->V3,1,2,3500.0,2618.0,4.0,68.55,60.0,4.0,0,2879.8,49.15,2180.85,48.62
404,4,E4_V2->V5,1,4,2800.0,2094.4,1.8,72.55,50.0,3.0,0,2303.84,38.8,872.34,41.18
404,5,E5_V3->V8,2,7,4200.0,3141.6,2.5,80.55,80.0,4.0,0,2653.76,75.46,1931.78,74.04
404,6,E6_V4->V5,3,4,2500.0,1870.0,1.5,60.55,50.0,2.0,0,2057.0,41.91,1557.75,39.04
404,7,E7_V5->V6,4,5,3600.0,2692.8,2.0,65.55,50.0,4.0,0,2962.08,41.09,1121.58,42.9
404,8,E8_V6->V2,5,1,2400.0,1795.2,2.2,62.55,50.0,2.0,0,1974.72,43.53,1495.44,40.37
404,9,E9_V6->V7,5,6,2800.0,2094.4,3.0,66.55,50.0,3.0,0,2303.84,41.96,1744.68,38.85
404,10,E10_V7->V3,6,2,3100.0,2318.8,2.1,70.55,50.0,3.0,0,2550.68,42.57,1931.61,41.78
405,0,E0_V1->V2,0,1,4000.0,2265.82,3.5,68.74,70.0,4.0,0,1992.6,64.53,2565.83,67.11
405,1,E1_V1->V4,0,3,3200.0,1812.65,2.8,63.74,60.0,3.0,0,1700.97,52.68,2196.36,55.34
405,2,E2_V1->V5,0,4,3000.0,1699.36,4.5,58.74,60.0,3.0,0,1869.3,49.75,1235.57,50.45
405,3,E3_V2->V3,1,2,3500.0,1982.59,4.0,61.74,60.0,4.0,0,2180.85,48.62,2883.01,51.55
405,4,E4_V2->V5,1,4,2800.0,793.04,1.8,65.74,50.0,3.0,1,872.34,41.18,2306.41,40.54
405,5,E5_V3->V8,2,7,4200.0,2379.11,2.5,73.74,80.0,4.0,0,1931.78,74.04,2742.27,73.48
405,6,E6_V4->V5,3,4,2500.0,1416.14,1.5,53.74,50.0,2.0,0,1557.75,39.04,2059.29,41.79
405,7,E7_V5->V6,4,5,3600.0,1019.62,2.0,58.74,50.0,4.0,1,1121.58,42.9,2965.38,39.85
405,8,E8_V6->V2,5,1,2400.0,1359.49,2.2,55.74,50.0,2.0,0,1495.44,40.37,1976.92,40.82
405,9,E9_V6->V7,5,6,2800.0,1586.07,3.0,59.74,50.0,3.0,0,1744.68,38.85,2306.41,42.57
405,10,E10_V7->V3,6,2,3100.0,1756.01,2.1,63.74,50.0,3.0,0,1931.61,41.78,2553.52,42.02
406,0,E0_V1->V2,0,1,4000.0,2995.33,3.5,75.58,70.0,4.0,0,2565.83,67.11,2632.93,61.89
406,1,E1_V1->V4,0,3,3200.0,2396.27,2.8,70.58,60.0,3.0,0,2196.36,55.34,2225.33,55.23
406,2,E2_V1->V5,0,4,3000.0,1123.25,4.5,65.58,60.0,3.0,1,1235.57,50.45,2472.55,53.37
406,3,E3_V2->V3,1,2,3500.0,2620.92,4.0,68.58,60.0,4.0,0,2883.01,51.55,2884.64,48.53
406,4,E4_V2->V5,1,4,2800.0,2096.73,1.8,72.58,50.0,3.0,0,2306.41,40.54,2307.71,41.32
406,5,E5_V3->V8,2,7,4200.0,3145.1,2.5,80.58,80.0,4.0,0,2742.27,73.48,2705.03,73.98
406,6,E6_V4->V5,3,4,2500.0,1872.08,1.5,60.58,50.0,2.0,0,2059.29,41.79,2060.46,42.11
406,7,E7_V5->V6,4,5,3600.0,2695.8,2.0,65.58,50.0,4.0,0,2965.38,39.85,2967.06,39.71
406,8,E8_V6->V2,5,1,2400.0,1797.2,2.2,62.58,50.0,2.0,0,1976.92,40.82,1978.04,40.45
406,9,E9_V6->V7,5,6,2800.0,2096.73,3.0,66.58,50.0,3.0,0,2306.41,42.57,2307.71,42.95
406,10,E10_V7->V3,6,2,3100.0,2321.38,2.1,70.58,50.0,3.0,0,2553.52,42.02,2554.97,42.81
407,0,E0_V1->V2,0,1,4000.0,2997.03,3.5,75.6,70.0,4.0,0,2632.93,61.89,2700.74,66.06
407,1,E1_V1->V4,0,3,3200.0,2397.63,2.8,70.6,60.0,3.0,0,2225.33,55.23,2284.1,48.9
407,2,E2_V1->V5,0,4,3000.0,2247.77,4.5,65.6,60.0,3.0,0,2472.55,53.37,2473.97,53.68
407,3,E3_V2->V3,1,2,3500.0,2622.4,4.0,68.6,60.0,4.0,0,2884.64,48.53,2886.3,48.92
407,4,E4_V2->V5,1,4,2800.0,2097.92,1.8,72.6,50.0,3.0,0,2307.71,41.32,2309.04,40.99
407,5,E5_V3->V8,2,7,4200.0,3146.88,2.5,80.6,80.0,4.0,0,2705.03,73.98,2696.27,74.08
407,6,E6_V4->V5,3,4,2500.0,1873.15,1.5,60.6,50.0,2.0,0,2060.46,42.11,2061.64,43.89
407,7,E7_V5->V6,4,5,3600.0,2697.33,2.0,65.6,50.0,4.0,0,2967.06,39.71,2968.77,40.11
407,8,E8_V6->V2,5,1,2400.0,1798.22,2.2,62.6,50.0,2.0,0,1978.04,40.45,1979.18,42.58
