timestamp_idx,node_idx,node_name,flow,speed,occupancy,queue_length,junction_type,coord_x,coord_y,precip_intensity,visibility,temperature
1831,7,V8_South_Terminal,1781.48,33.7,0.4356,225.48,0,0.5,0.15,28.57,4091.95,28.66
1832,0,V1_Borivali_Toll,1635.05,36.64,0.3384,191.2,0,0.2,0.9,28.44,3835.04,28.76
1832,1,V2_JVLR_Interchange,2299.13,26.46,0.5381,238.57,2,0.35,0.7,28.44,3835.04,28.76
1832,2,V3_Dadar_TT_Circle,2384.54,21.54,0.5461,224.97,2,0.45,0.35,28.44,3835.04,28.76
1832,3,V4_Jogeshwari_WEH,1854.73,24.41,0.4144,188.96,1,0.28,0.75,28.44,3835.04,28.76
1832,4,V5_BKC_Connector,2434.68,24.6,0.5734,217.43,2,0.4,0.55,28.44,3835.04,28.76
1832,5,V6_Sion_Circle,2417.39,23.82,0.5642,219.21,2,0.52,0.5,28.44,3835.04,28.76
1832,6,V7_Lower_Parel,1746.13,26.79,0.3891,227.06,1,0.42,0.3,28.44,3835.04,28.76
1832,7,V8_South_Terminal,1650.46,34.29,0.351,234.85,0,0.5,0.15,28.44,3835.04,28.76
1833,0,V1_Borivali_Toll,1849.68,32.86,0.426,244.1,0,0.2,0.9,28.3,4057.14,28.89
1833,1,V2_JVLR_Interchange,2546.31,22.4,0.5995,223.04,2,0.35,0.7,28.3,4057.14,28.89
1833,2,V3_Dadar_TT_Circle,2422.37,21.07,0.5577,251.41,2,0.45,0.35,28.3,4057.14,28.89
1833,3,V4_Jogeshwari_WEH,1679.32,24.68,0.3685,211.88,1,0.28,0.75,28.3,4057.14,28.89
1833,4,V5_BKC_Connector,2332.26,26.86,0.4938,237.24,2,0.4,0.55,28.3,4057.14,28.89
1833,5,V6_Sion_Circle,2589.15,22.49,0.6107,265.19,2,0.52,0.5,28.3,4057.14,28.89
1833,6,V7_Lower_Parel,1778.36,26.11,0.4155,221.65,1,0.42,0.3,28.3,4057.14,28.89
1833,7,V8_South_Terminal,1986.39,35.32,0.4516,191.92,0,0.5,0.15,28.3,4057.14,28.89
1834,0,V1_Borivali_Toll,1678.44,40.11,0.3523,153.0,0,0.2,0.9,28.17,4093.78,29.69
1834,1,V2_JVLR_Interchange,2621.04,22.66,0.5963,269.19,2,0.35,0.7,28.17,4093.78,29.69
1834,2,V3_Dadar_TT_Circle,2497.89,21.78,0.5876,257.6,2,0.45,0.35,28.17,4093.78,29.69
1834,3,V4_Jogeshwari_WEH,1841.55,25.99,0.44,184.4,1,0.28,0.75,28.17,4093.78,29.69
1834,4,V5_BKC_Connector,2258.4,23.86,0.5074,223.72,2,0.4,0.55,28.17,4093.78,29.69
1834,5,V6_Sion_Circle,2488.97,22.35,0.6087,228.49,2,0.52,0.5,28.17,4093.78,29.69
1834,6,V7_Lower_Parel,1728.35,25.8,0.3718,209.89,1,0.42,0.3,28.17,4093.78,29.69
1834,7,V8_South_Terminal,1815.2,36.88,0.3795,159.65,0,0.5,0.15,28.17,4093.78,29.69
1835,0,V1_Borivali_Toll,1702.34,36.18,0.3897,206.38,0,0.2,0.9,28.04,3996.86,28.09
1835,1,V2_JVLR_Interchange,2530.86,22.53,0.5962,228.9,2,0.35,0.7,28.04,3996.86,28.09
1835,2,V3_Dadar_TT_Circle,2636.74,22.19,0.6101,224.22,2,0.45,0.35,28.04,3996.86,28.09
1835,3,V4_Jogeshwari_WEH,1836.83,25.21,0.4067,222.41,1,0.28,0.75,28.04,3996.86,28.09
1835,4,V5_BKC_Connector,2556.45,21.5,0.588,234.88,2,0.4,0.55,28.04,3996.86,28.09
1835,5,V6_Sion_Circle,2787.73,20.65,0.6097,289.33,2,0.52,0.5,28.04,3996.86,28.09
1835,6,V7_Lower_Parel,1841.4,25.98,0.4234,196.5,1,0.42,0.3,28.04,3996.86,28.09
1835,7,V8_South_Terminal,1829.46,32.53,0.4342,249.13,0,0.5,0.15,28.04,3996.86,28.09
1836,0,V1_Borivali_Toll,1879.62,33.45,0.4312,228.59,0,0.2,0.9,27.9,4028.67,28.55
1836,1,V2_JVLR_Interchange,2542.87,21.12,0.5755,253.76,2,0.35,0.7,27.9,4028.67,28.55
1836,2,V3_Dadar_TT_Circle,2589.13,20.14,0.6138,253.78,2,0.45,0.35,27.9,4028.67,28.55
1836,3,V4_Jogeshwari_WEH,1862.63,23.68,0.3995,220.99,1,0.28,0.75,27.9,4028.67,28.55
1836,4,V5_BKC_Connector,2426.66,25.6,0.5911,213.18,2,0.4,0.55,27.9,4028.67,28.55
1836,5,V6_Sion_Circle,2713.72,17.28,0.6299,311.77,2,0.52,0.5,27.9,4028.67,28.55
1836,6,V7_Lower_Parel,1928.62,25.65,0.4328,223.85,1,0.42,0.3,27.9,4028.67,28.55
1836,7,V8_South_Terminal,2096.58,32.48,0.5084,196.28,0,0.5,0.15,27.9,4028.67,28.55
1837,0,V1_Borivali_Toll,1893.92,32.71,0.4582,225.69,0,0.2,0.9,27.77,4144.52,29.46
1837,1,V2_JVLR_Interchange,2532.45,22.92,0.5522,254.33,2,0.35,0.7,27.77,4144.52,29.46
1837,2,V3_Dadar_TT_Circle,2525.16,21.78,0.5669,256.93,2,0.45,0.35,27.77,4144.52,29.46
1837,3,V4_Jogeshwari_WEH,2013.21,24.56,0.4919,222.54,1,0.28,0.75,27.77,4144.52,29.46
1837,4,V5_BKC_Connector,2678.66,17.6,0.6014,287.43,2,0.4,0.55,27.77,4144.52,29.46
1837,5,V6_Sion_Circle,2781.51,22.07,0.6653,245.15,2,0.52,0.5,27.77,4144.52,29.46
1837,6,V7_Lower_Parel,1821.46,27.49,0.4302,164.46,1,0.42,0.3,27.77,4144.52,29.46
1837,7,V8_South_Terminal,1946.35,31.73,0.4586,212.22,0,0.5,0.15,27.77,4144.52,29.46
1838,0,V1_Borivali_Toll,1936.26,36.09,0.4581,201.52,0,0.2,0.9,27.63,3962.45,29.34
1838,1,V2_JVLR_Interchange,2691.25,19.73,0.6293,259.14,2,0.35,0.7,27.63,3962.45,29.34
1838,2,V3_Dadar_TT_Circle,2525.98,24.8,0.5641,216.45,2,0.45,0.35,27.63,3962.45,29.34
1838,3,V4_Jogeshwari_WEH,2001.5,23.74,0.4707,235.53,1,0.28,0.75,27.63,3962.45,29.34
1838,4,V5_BKC_Connector,2554.19,17.91,0.5723,292.6,2,0.4,0.55,27.63,3962.45,29.34
1838,5,V6_Sion_Circle,2759.7,17.16,0.6711,325.64,2,0.52,0.5,27.63,3962.45,29.34
1838,6,V7_Lower_Parel,1987.85,26.62,0.4181,218.57,1,0.42,0.3,27.63,3962.45,29.34
1838,7,V8_South_Terminal,1980.7,34.72,0.4518,211.97,0,0.5,0.15,27.63,3962.45,29.34
1839,0,V1_Borivali_Toll,1898.03,32.06,0.4325,201.81,0,0.2,0.9,27.49,3977.55,29.42
1839,1,V2_JVLR_Interchange,2877.7,22.74,0.6407,252.57,2,0.35,0.7,27.49,3977.55,29.42
1839,2,V3_Dadar_TT_Circle,2662.54,23.17,0.6161,218.47,2,0.45,0.35,27.49,3977.55,29.42
1839,3,V4_Jogeshwari_WEH,2106.83,26.44,0.4922,209.86,1,0.28,0.75,27.49,3977.55,29.42
1839,4,V5_BKC_Connector,2574.06,20.33,0.5855,255.6,2,0.4,0.55,27.49,3977.55,29.42
1839,5,V6_Sion_Circle,2780.59,19.49,0.6342,241.93,2,0.52,0.5,27.49,3977.55,29.42
1839,6,V7_Lower_Parel,1892.43,27.97,0.4054,184.13,1,0.42,0.3,27.49,3977.55,29.42
1839,7,V8_South_Terminal,1992.13,33.15,0.4366,215.57,0,0.5,0.15,27.49,3977.55,29.42
1840,0,V1_Borivali_Toll,1857.7,38.45,0.4514,184.67,0,0.2,0.9,27.36,3992.97,29.7
1840,1,V2_JVLR_Interchange,2653.05,20.39,0.6077,266.3,2,0.35,0.7,27.36,3992.97,29.7
1840,2,V3_Dadar_TT_Circle,2668.06,21.53,0.6272,268.07,2,0.45,0.35,27.36,3992.97,29.7
1840,3,V4_Jogeshwari_WEH,1938.8,27.98,0.4428,170.23,1,0.28,0.75,27.36,3992.97,29.7
1840,4,V5_BKC_Connector,2675.68,20.87,0.6361,249.48,2,0.4,0.55,27.36,3992.97,29.7
1840,5,V6_Sion_Circle,2684.02,20.55,0.6519,264.28,2,0.52,0.5,27.36,3992.97,29.7
1840,6,V7_Lower_Parel,1947.34,24.02,0.4464,195.67,1,0.42,0.3,27.36,3992.97,29.7
1840,7,V8_South_Terminal,2006.4,32.04,0.4219,219.84,0,0.5,0.15,27.36,3992.97,29.7
1841,0,V1_Borivali_Toll,1904.57,33.07,0.4246,245.63,0,0.2,0.9,27.22,4163.88,29.56
1841,1,V2_JVLR_Interchange,2712.14,22.77,0.6322,237.77,2,0.35,0.7,27.22,4163.88,29.56
1841,2,V3_Dadar_TT_Circle,2797.67,21.04,0.6492,252.8,2,0.45,0.35,27.22,4163.88,29.56
1841,3,V4_Jogeshwari_WEH,1824.0,26.86,0.4352,212.4,1,0.28,0.75,27.22,4163.88,29.56
1841,4,V5_BKC_Connector,2815.51,20.93,0.6565,247.36,2,0.4,0.55,27.22,4163.88,29.56
1841,5,V6_Sion_Circle,2706.32,24.17,0.6078,237.78,2,0.52,0.5,27.22,4163.88,29.56
1841,6,V7_Lower_Parel,1786.98,26.52,0.4526,205.81,1,0.42,0.3,27.22,4163.88,29.56
1841,7,V8_South_Terminal,1840.43,34.98,0.4418,202.55,0,0.5,0.15,27.22,4163.88,29.56
1842,0,V1_Borivali_Toll,1927.77,35.79,0.4292,173.3,0,0.2,0.9,27.08,4181.42,29.25
1842,1,V2_JVLR_Interchange,2753.24,20.6,0.6215,261.09,2,0.35,0.7,27.08,4181.42,29.25
1842,2,V3_Dadar_TT_Circle,2867.61,19.73,0.6338,269.84,2,0.45,0.35,27.08,4181.42,29.25
1842,3,V4_Jogeshwari_WEH,1803.05,26.53,0.4038,208.23,1,0.28,0.75,27.08,4181.42,29.25
1842,4,V5_BKC_Connector,2780.43,21.61,0.6378,228.13,2,0.4,0.55,27.08,4181.42,29.25
1842,5,V6_Sion_Circle,2739.86,21.41,0.6206,250.75,2,0.52,0.5,27.08,4181.42,29.25
1842,6,V7_Lower_Parel,1910.25,23.68,0.4496,209.75,1,0.42,0.3,27.08,4181.42,29.25
1842,7,V8_South_Terminal,1941.36,34.63,0.4397,210.95,0,0.5,0.15,27.08,4181.42,29.25
1843,0,V1_Borivali_Toll,1997.56,36.51,0.4522,224.05,0,0.2,0.9,26.94,3917.47,29.93
1843,1,V2_JVLR_Interchange,2811.42,23.18,0.6691,236.05,2,0.35,0.7,26.94,3917.47,29.93
1843,2,V3_Dadar_TT_Circle,2672.09,23.5,0.5842,222.86,2,0.45,0.35,26.94,3917.47,29.93
1843,3,V4_Jogeshwari_WEH,2011.58,23.05,0.4242,226.66,1,0.28,0.75,26.94,3917.47,29.93
1843,4,V5_BKC_Connector,2790.6,18.7,0.6519,230.0,2,0.4,0.55,26.94,3917.47,29.93
1843,5,V6_Sion_Circle,2811.37,18.43,0.6282,310.52,2,0.52,0.5,26.94,3917.47,29.93
1843,6,V7_Lower_Parel,1955.37,23.2,0.4663,226.47,1,0.42,0.3,26.94,3917.47,29.93
1843,7,V8_South_Terminal,1920.22,34.53,0.4611,207.03,0,0.5,0.15,26.94,3917.47,29.93
1844,0,V1_Borivali_Toll,1947.36,35.38,0.4306,193.85,0,0.2,0.9,26.8,4162.57,29.7
1844,1,V2_JVLR_Interchange,2643.45,24.97,0.5885,206.92,2,0.35,0.7,26.8,4162.57,29.7
1844,2,V3_Dadar_TT_Circle,2722.46,18.96,0.6175,240.31,2,0.45,0.35,26.8,4162.57,29.7
1844,3,V4_Jogeshwari_WEH,1885.53,20.55,0.4291,238.34,1,0.28,0.75,26.8,4162.57,29.7
1844,4,V5_BKC_Connector,2605.41,20.86,0.5829,272.5,2,0.4,0.55,26.8,4162.57,29.7
1844,5,V6_Sion_Circle,2631.39,22.4,0.5702,235.47,2,0.52,0.5,26.8,4162.57,29.7
1844,6,V7_Lower_Parel,1888.98,26.8,0.436,195.78,1,0.42,0.3,26.8,4162.57,29.7
1844,7,V8_South_Terminal,1922.22,36.75,0.4254,192.8,0,0.5,0.15,26.8,4162.57,29.7
1845,0,V1_Borivali_Toll,1930.77,36.17,0.4382,205.04,0,0.2,0.9,26.66,4148.74,29.55
1845,1,V2_JVLR_Interchange,2766.75,18.64,0.5867,268.51,2,0.35,0.7,26.66,4148.74,29.55
1845,2,V3_Dadar_TT_Circle,2837.03,17.68,0.6381,296.92,2,0.45,0.35,26.66,4148.74,29.55
1845,3,V4_Jogeshwari_WEH,1979.65,25.17,0.4473,204.69,1,0.28,0.75,26.66,4148.74,29.55
1845,4,V5_BKC_Connector,2742.35,27.34,0.615,201.55,2,0.4,0.55,26.66,4148.74,29.55
1845,5,V6_Sion_Circle,2716.32,22.57,0.6502,251.54,2,0.52,0.5,26.66,4148.74,29.55
1845,6,V7_Lower_Parel,2049.38,27.04,0.4838,200.68,1,0.42,0.3,26.66,4148.74,29.55
1845,7,V8_South_Terminal,2051.47,33.32,0.4856,208.35,0,0.5,0.15,26.66,4148.74,29.55
1846,0,V1_Borivali_Toll,1990.2,30.9,0.5348,264.35,0,0.2,0.9,43.51,3632.66,30.19
1846,1,V2_JVLR_Interchange,2829.51,19.76,0.7301,306.76,2,0.35,0.7,43.51,3632.66,30.19
1846,2,V3_Dadar_TT_Circle,2806.07,16.72,0.738,336.27,2,0.45,0.35,43.51,3632.66,30.19
1846,3,V4_Jogeshwari_WEH,2070.2,20.82,0.5719,280.23,1,0.28,0.75,43.51,3632.66,30.19
1846,4,V5_BKC_Connector,2793.71,20.25,0.7524,304.63,2,0.4,0.55,43.51,3632.66,30.19
1846,5,V6_Sion_Circle,2862.98,18.9,0.7546,321.19,2,0.52,0.5,43.51,3632.66,30.19
1846,6,V7_Lower_Parel,1747.03,22.83,0.4659,248.9,1,0.42,0.3,43.51,3632.66,30.19
1846,7,V8_South_Terminal,1958.94,30.9,0.529,251.87,0,0.5,0.15,43.51,3632.66,30.19
1847,0,V1_Borivali_Toll,1714.58,33.05,0.3704,215.4,0,0.2,0.9,26.38,4115.24,30.25
1847,1,V2_JVLR_Interchange,2689.19,23.42,0.6232,234.25,2,0.35,0.7,26.38,4115.24,30.25
1847,2,V3_Dadar_TT_Circle,2594.47,21.54,0.5776,223.58,2,0.45,0.35,26.38,4115.24,30.25
1847,3,V4_Jogeshwari_WEH,1993.78,22.31,0.4626,257.55,1,0.28,0.75,26.38,4115.24,30.25
1847,4,V5_BKC_Connector,2695.3,22.1,0.5988,247.22,2,0.4,0.55,26.38,4115.24,30.25
1847,5,V6_Sion_Circle,2796.75,18.59,0.6518,257.47,2,0.52,0.5,26.38,4115.24,30.25
1847,6,V7_Lower_Parel,2016.11,24.5,0.4412,225.17,1,0.42,0.3,26.38,4115.24,30.25
1847,7,V8_South_Terminal,1965.29,29.24,0.4569,250.97,0,0.5,0.15,26.38,4115.24,30.25
1848,0,V1_Borivali_Toll,2027.72,34.18,0.4861,195.16,0,0.2,0.9,26.24,4077.27,30.11
1848,1,V2_JVLR_Interchange,2886.05,17.76,0.6343,279.18,2,0.35,0.7,26.24,4077.27,30.11
1848,2,V3_Dadar_TT_Circle,2782.76,22.82,0.6036,238.86,2,0.45,0.35,26.24,4077.27,30.11
1848,3,V4_Jogeshwari_WEH,1866.17,25.29,0.4696,223.81,1,0.28,0.75,26.24,4077.27,30.11
1848,4,V5_BKC_Connector,2674.03,22.07,0.5724,227.49,2,0.4,0.55,26.24,4077.27,30.11
1848,5,V6_Sion_Circle,2690.32,21.44,0.6131,255.44,2,0.52,0.5,26.24,4077.27,30.11
1848,6,V7_Lower_Parel,1918.45,26.52,0.4324,198.77,1,0.42,0.3,26.24,4077.27,30.11
1848,7,V8_South_Terminal,1980.31,33.14,0.4705,220.07,0,0.5,0.15,26.24,4077.27,30.11
1849,0,V1_Borivali_Toll,2064.2,30.1,0.4666,221.44,0,0.2,0.9,26.09,4201.21,30.93
1849,1,V2_JVLR_Interchange,2682.17,20.48,0.6307,266.61,2,0.35,0.7,26.09,4201.21,30.93
1849,2,V3_Dadar_TT_Circle,2736.08,22.97,0.6425,243.66,2,0.45,0.35,26.09,4201.21,30.93
1849,3,V4_Jogeshwari_WEH,1967.7,24.76,0.4575,248.08,1,0.28,0.75,26.09,4201.21,30.93
1849,4,V5_BKC_Connector,2804.95,19.28,0.6124,255.49,2,0.4,0.55,26.09,4201.21,30.93
1849,5,V6_Sion_Circle,2570.5,20.27,0.5875,257.62,2,0.52,0.5,26.09,4201.21,30.93
1849,6,V7_Lower_Parel,2035.31,25.99,0.4698,203.96,1,0.42,0.3,26.09,4201.21,30.93
1849,7,V8_South_Terminal,2094.55,34.11,0.495,214.73,0,0.5,0.15,26.09,4201.21,30.93
1850,0,V1_Borivali_Toll,1943.39,32.69,0.4454,231.42,0,0.2,0.9,25.95,4161.59,30.81
1850,1,V2_JVLR_Interchange,2590.04,24.82,0.6244,201.69,2,0.35,0.7,25.95,4161.59,30.81
1850,2,V3_Dadar_TT_Circle,2644.39,20.61,0.6065,245.37,2,0.45,0.35,25.95,4161.59,30.81
1850,3,V4_Jogeshwari_WEH,1997.9,24.51,0.474,213.18,1,0.28,0.75,25.95,4161.59,30.81
1850,4,V5_BKC_Connector,2808.12,22.55,0.6304,247.77,2,0.4,0.55,25.95,4161.59,30.81
1850,5,V6_Sion_Circle,2587.76,23.88,0.5848,225.35,2,0.52,0.5,25.95,4161.59,30.81
1850,6,V7_Lower_Parel,1838.17,28.57,0.4414,172.33,1,0.42,0.3,25.95,4161.59,30.81
1850,7,V8_South_Terminal,1754.41,34.73,0.4039,189.8,0,0.5,0.15,25.95,4161.59,30.81
1851,0,V1_Borivali_Toll,1847.75,35.82,0.4173,184.42,0,0.2,0.9,25.81,4321.22,30.72
1851,1,V2_JVLR_Interchange,2656.35,23.52,0.613,251.14,2,0.35,0.7,25.81,4321.22,30.72
1851,2,V3_Dadar_TT_Circle,2708.39,23.0,0.6292,231.56,2,0.45,0.35,25.81,4321.22,30.72
1851,3,V4_Jogeshwari_WEH,1805.81,25.77,0.4324,228.82,1,0.28,0.75,25.81,4321.22,30.72
1851,4,V5_BKC_Connector,2657.48,22.43,0.563,244.1,2,0.4,0.55,25.81,4321.22,30.72
1851,5,V6_Sion_Circle,2651.02,23.43,0.6367,234.98,2,0.52,0.5,25.81,4321.22,30.72
1851,6,V7_Lower_Parel,1816.47,20.71,0.4319,232.85,1,0.42,0.3,25.81,4321.22,30.72
1851,7,V8_South_Terminal,1943.42,36.4,0.4307,200.21,0,0.5,0.15,25.81,4321.22,30.72
1852,0,V1_Borivali_Toll,1716.23,36.45,0.3651,242.74,0,0.2,0.9,25.66,4197.65,31.58
1852,1,V2_JVLR_Interchange,2723.1,22.57,0.6395,259.13,2,0.35,0.7,25.66,4197.65,31.58
1852,2,V3_Dadar_TT_Circle,2753.5,21.87,0.6241,249.94,2,0.45,0.35,25.66,4197.65,31.58
1852,3,V4_Jogeshwari_WEH,1858.41,23.95,0.3872,240.73,1,0.28,0.75,25.66,4197.65,31.58
1852,4,V5_BKC_Connector,2702.37,21.48,0.5957,238.97,2,0.4,0.55,25.66,4197.65,31.58
1852,5,V6_Sion_Circle,2668.82,21.23,0.584,254.48,2,0.52,0.5,25.66,4197.65,31.58
1852,6,V7_Lower_Parel,1784.73,28.59,0.4127,199.96,1,0.42,0.3,25.66,4197.65,31.58
1852,7,V8_South_Terminal,1787.48,38.59,0.3849,177.17,0,0.5,0.15,25.66,4197.65,31.58
1853,0,V1_Borivali_Toll,1792.38,42.17,0.4105,159.71,0,0.2,0.9,25.52,4122.21,30.29
1853,1,V2_JVLR_Interchange,2591.14,17.12,0.595,274.3,2,0.35,0.7,25.52,4122.21,30.29
1853,2,V3_Dadar_TT_Circle,2505.13,20.33,0.5458,286.57,2,0.45,0.35,25.52,4122.21,30.29
1853,3,V4_Jogeshwari_WEH,1929.64,29.56,0.4429,165.05,1,0.28,0.75,25.52,4122.21,30.29
1853,4,V5_BKC_Connector,2357.62,21.13,0.5572,237.84,2,0.4,0.55,25.52,4122.21,30.29
1853,5,V6_Sion_Circle,2499.18,22.06,0.5729,237.75,2,0.52,0.5,25.52,4122.21,30.29
1853,6,V7_Lower_Parel,1733.52,24.87,0.3927,222.98,1,0.42,0.3,25.52,4122.21,30.29
1853,7,V8_South_Terminal,1733.53,34.76,0.4169,198.89,0,0.5,0.15,25.52,4122.21,30.29
1854,0,V1_Borivali_Toll,1751.97,38.37,0.3993,175.09,0,0.2,0.9,25.37,3994.53,30.2
1854,1,V2_JVLR_Interchange,2522.26,21.73,0.58,251.41,2,0.35,0.7,25.37,3994.53,30.2
1854,2,V3_Dadar_TT_Circle,2442.21,24.21,0.5122,235.93,2,0.45,0.35,25.37,3994.53,30.2
1854,3,V4_Jogeshwari_WEH,1839.05,25.93,0.3966,204.86,1,0.28,0.75,25.37,3994.53,30.2
1854,4,V5_BKC_Connector,2457.95,24.0,0.6022,231.35,2,0.4,0.55,25.37,3994.53,30.2
1854,5,V6_Sion_Circle,2520.63,24.95,0.5756,211.19,2,0.52,0.5,25.37,3994.53,30.2
1854,6,V7_Lower_Parel,1660.84,25.42,0.3715,195.37,1,0.42,0.3,25.37,3994.53,30.2
1854,7,V8_South_Terminal,1841.9,35.74,0.4052,219.08,0,0.5,0.15,25.37,3994.53,30.2
1855,0,V1_Borivali_Toll,1660.74,33.5,0.3496,197.67,0,0.2,0.9,25.23,4058.96,30.93
1855,1,V2_JVLR_Interchange,2439.35,23.21,0.5724,214.39,2,0.35,0.7,25.23,4058.96,30.93
1855,2,V3_Dadar_TT_Circle,2381.9,22.05,0.5738,243.85,2,0.45,0.35,25.23,4058.96,30.93
1855,3,V4_Jogeshwari_WEH,1700.97,26.06,0.4011,221.85,1,0.28,0.75,25.23,4058.96,30.93
1855,4,V5_BKC_Connector,2417.97,26.7,0.5617,213.37,2,0.4,0.55,25.23,4058.96,30.93
1855,5,V6_Sion_Circle,2607.31,23.56,0.566,225.68,2,0.52,0.5,25.23,4058.96,30.93
1855,6,V7_Lower_Parel,1776.88,28.84,0.4112,177.75,1,0.42,0.3,25.23,4058.96,30.93
1855,7,V8_South_Terminal,1733.25,37.79,0.416,191.12,0,0.5,0.15,25.23,4058.96,30.93
1856,0,V1_Borivali_Toll,1691.11,39.5,0.3707,186.86,0,0.2,0.9,25.08,3978.59,30.44
1856,1,V2_JVLR_Interchange,2400.2,27.08,0.5779,193.13,2,0.35,0.7,25.08,3978.59,30.44
1856,2,V3_Dadar_TT_Circle,2281.43,22.53,0.5591,241.23,2,0.45,0.35,25.08,3978.59,30.44
1856,3,V4_Jogeshwari_WEH,1920.39,29.91,0.4682,164.72,1,0.28,0.75,25.08,3978.59,30.44
1856,4,V5_BKC_Connector,2534.77,24.08,0.6037,211.09,2,0.4,0.55,25.08,3978.59,30.44
1856,5,V6_Sion_Circle,2419.19,25.28,0.5828,188.46,2,0.52,0.5,25.08,3978.59,30.44
1856,6,V7_Lower_Parel,1929.93,25.86,0.4095,187.47,1,0.42,0.3,25.08,3978.59,30.44
1856,7,V8_South_Terminal,1345.56,37.32,0.2971,208.31,0,0.5,0.15,25.08,3978.59,30.44
1857,0,V1_Borivali_Toll,1832.09,40.68,0.4162,167.61,0,0.2,0.9,24.93,4105.83,30.64
1857,1,V2_JVLR_Interchange,2317.04,23.23,0.5166,214.33,2,0.35,0.7,24.93,4105.83,30.64
1857,2,V3_Dadar_TT_Circle,2265.86,22.93,0.5218,239.22,2,0.45,0.35,24.93,4105.83,30.64
1857,3,V4_Jogeshwari_WEH,1706.82,27.09,0.3709,197.83,1,0.28,0.75,24.93,4105.83,30.64
1857,4,V5_BKC_Connector,2270.17,24.73,0.55,252.71,2,0.4,0.55,24.93,4105.83,30.64
1857,5,V6_Sion_Circle,2272.0,24.89,0.5218,224.4,2,0.52,0.5,24.93,4105.83,30.64
1857,6,V7_Lower_Parel,1620.77,33.32,0.3375,132.16,1,0.42,0.3,24.93,4105.83,30.64
1857,7,V8_South_Terminal,1689.48,37.35,0.3749,151.95,0,0.5,0.15,24.93,4105.83,30.64
1858,0,V1_Borivali_Toll,1557.68,38.62,0.3282,181.71,0,0.2,0.9,24.79,4225.11,30.21
1858,1,V2_JVLR_Interchange,2495.32,21.32,0.5601,232.97,2,0.35,0.7,24.79,4225.11,30.21
1858,2,V3_Dadar_TT_Circle,2278.63,21.16,0.4869,249.57,2,0.45,0.35,24.79,4225.11,30.21
1858,3,V4_Jogeshwari_WEH,1529.45,28.83,0.361,176.67,1,0.28,0.75,24.79,4225.11,30.21
1858,4,V5_BKC_Connector,2260.23,23.03,0.538,247.35,2,0.4,0.55,24.79,4225.11,30.21
1858,5,V6_Sion_Circle,2243.3,24.02,0.4886,231.44,2,0.52,0.5,24.79,4225.11,30.21
1858,6,V7_Lower_Parel,1552.55,30.37,0.321,163.23,1,0.42,0.3,24.79,4225.11,30.21
1858,7,V8_South_Terminal,1663.8,40.58,0.4,183.07,0,0.5,0.15,24.79,4225.11,30.21
1859,0,V1_Borivali_Toll,1573.47,30.62,0.4182,270.31,0,0.2,0.9,43.75,3468.3,31.07
1859,1,V2_JVLR_Interchange,2338.7,20.76,0.6096,296.24,2,0.35,0.7,43.75,3468.3,31.07
1859,2,V3_Dadar_TT_Circle,2343.81,22.73,0.6271,280.57,2,0.45,0.35,43.75,3468.3,31.07
1859,3,V4_Jogeshwari_WEH,1587.14,27.99,0.4224,241.62,1,0.28,0.75,43.75,3468.3,31.07
1859,4,V5_BKC_Connector,2242.95,19.57,0.5984,294.48,2,0.4,0.55,43.75,3468.3,31.07
1859,5,V6_Sion_Circle,2239.31,20.32,0.5996,267.42,2,0.52,0.5,43.75,3468.3,31.07
1859,6,V7_Lower_Parel,1684.41,19.39,0.4483,323.49,1,0.42,0.3,43.75,3468.3,31.07
1859,7,V8_South_Terminal,1607.43,31.96,0.3994,266.21,0,0.5,0.15,43.75,3468.3,31.07
1860,0,V1_Borivali_Toll,1467.22,36.46,0.3516,205.71,0,0.2,0.9,24.49,4245.07,30.09
1860,1,V2_JVLR_Interchange,2233.49,23.46,0.4896,213.69,2,0.35,0.7,24.49,4245.07,30.09
1860,2,V3_Dadar_TT_Circle,2231.07,26.32,0.51,208.75,2,0.45,0.35,24.49,4245.07,30.09
1860,3,V4_Jogeshwari_WEH,1428.21,29.25,0.3548,154.98,1,0.28,0.75,24.49,4245.07,30.09
1860,4,V5_BKC_Connector,2190.14,25.54,0.4731,237.96,2,0.4,0.55,24.49,4245.07,30.09
1860,5,V6_Sion_Circle,2394.62,22.86,0.5134,224.5,2,0.52,0.5,24.49,4245.07,30.09
1860,6,V7_Lower_Parel,1543.75,28.49,0.4026,168.78,1,0.42,0.3,24.49,4245.07,30.09
1860,7,V8_South_Terminal,1592.32,39.38,0.3969,172.93,0,0.5,0.15,24.49,4245.07,30.09
1861,0,V1_Borivali_Toll,1413.18,39.55,0.3428,166.25,0,0.2,0.9,24.34,4181.88,30.84
1861,1,V2_JVLR_Interchange,2123.35,24.69,0.483,210.89,2,0.35,0.7,24.34,4181.88,30.84
1861,2,V3_Dadar_TT_Circle,2011.39,26.29,0.4823,190.91,2,0.45,0.35,24.34,4181.88,30.84
1861,3,V4_Jogeshwari_WEH,1435.06,33.08,0.2999,143.18,1,0.28,0.75,24.34,4181.88,30.84
1861,4,V5_BKC_Connector,2177.59,23.84,0.4476,207.03,2,0.4,0.55,24.34,4181.88,30.84
1861,5,V6_Sion_Circle,2164.14,24.04,0.5337,230.35,2,0.52,0.5,24.34,4181.88,30.84
